# Original data points
1960.000000 88296070.000000
1961.000000 90791249.000000
1962.000000 93375850.000000
1963.000000 96051424.000000
1964.000000 98833749.000000
1965.000000 101365130.000000
1966.000000 103792754.000000
1967.000000 106526393.000000
1968.000000 109450006.000000
1969.000000 112517639.000000
1970.000000 115657495.000000
1971.000000 118833702.000000
1972.000000 122039841.000000
1973.000000 125288515.000000
1974.000000 128555045.000000
1975.000000 131843848.000000
1976.000000 135173655.000000
1977.000000 138533541.000000
1978.000000 141953163.000000
1979.000000 145434834.000000
1980.000000 148950540.000000
1981.000000 152485035.000000
1982.000000 156052152.000000
1983.000000 159651381.000000
1984.000000 163251124.000000
1985.000000 166776185.000000
1986.000000 170175065.000000
1987.000000 173511154.000000
1988.000000 176855065.000000
1989.000000 180201630.000000
1990.000000 183501098.000000
1991.000000 186778238.000000
1992.000000 190043744.000000
1993.000000 193305168.000000
1994.000000 196591828.000000
1995.000000 199888057.000000
1996.000000 203204348.000000
1997.000000 206536095.000000
1998.000000 209826788.000000
1999.000000 213004668.000000
2000.000000 216077790.000000
2001.000000 219097902.000000
2002.000000 222088495.000000
2003.000000 225048008.000000
2004.000000 227926649.000000
2007.000000 237062337.000000
2008.000000 240157903.000000
2009.000000 243220028.000000
2010.000000 246305322.000000
2011.000000 249470032.000000
2012.000000 252698525.000000
2013.000000 255852467.000000
2014.000000 258877399.000000
2017.000000 267346658.000000
2018.000000 269951846.000000
2019.000000 272489381.000000
2020.000000 274814866.000000
2021.000000 276758053.000000
2022.000000 278830529.000000
2023.000000 281190067.000000


# Interpolated points
2005 230971878.333333
2006 234017107.666667
2015 261700485.333333
2016 264523571.666667
